gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,loan_amount,loan_purpose,loan_length,collateral,writeoff
M,38,single,postgrad,0,full_time,3,3,127500,no,0,owner,12,46732,debt_consol,59,no,yes
F,23,married,univ,0,full_time,2,3,53125,yes,32255,owner,8,73850,debt_consol,46,yes,no
F,40,married,highsch,0,full_time,9,14,47813,yes,49210,owner_morg,11,65549,debt_consol,32,yes,no
M,24,single,basic,0,part_time,0,5,12750,no,0,tenant,3,14186,wedding,51,no,yes
M,24,single,univ,0,unemployed,0,2,0,no,0,owner_morg,5,10613,other,50,no,yes
F,29,single,postgrad,0,full_time,3,8,85000,no,0,owner_morg,6,73663,debt_consol,35,yes,yes
M,44,married,highsch,2,full_time,4,8,47813,no,0,owner_morg,3,19869,holidays,56,yes,no
M,52,married,basic,0,unemployed,0,1,0,yes,10125,tenant,4,8449,holidays,7,no,yes
M,29,married,univ,1,unemployed,0,8,0,yes,3538,owner,4,17241,vehicle,34,no,no
F,25,single,highsch,0,full_time,3,2,31875,no,0,owner_morg,4,17926,wedding,38,yes,no
M,28,single,univ,0,full_time,0,1,53125,no,0,owner,10,51536,home_improv,49,yes,no
M,44,single,highsch,0,self_employ,0,11,57375,no,0,owner,11,52868,debt_consol,41,yes,no
F,39,single,basic,0,full_time,2,14,31875,no,0,tenant,7,22161,other,37,no,yes
F,23,married,highsch,0,part_time,0,2,19125,yes,57658,tenant,4,13084,other,52,no,yes
M,27,widowed,highsch,0,unemployed,0,2,0,no,0,tenant,2,7228,other,9,no,no
F,32,married,highsch,2,unemployed,0,5,0,yes,51685,owner_morg,4,50370,home_improv,53,yes,no
M,30,single,univ,0,full_time,0,1,79688,no,0,owner_morg,9,55698,debt_consol,30,yes,no
M,30,widowed,highsch,3,unemployed,0,0,0,no,0,owner,3,17226,vehicle,56,no,yes
F,46,divorced,univ,2,full_time,9,17,79688,no,0,tenant,8,34274,other,44,no,yes
M,31,married,highsch,1,self_employ,2,5,57375,yes,27961,owner_morg,1,76047,debt_consol,39,no,no
F,39,married,highsch,3,full_time,10,11,47813,yes,56501,owner_morg,6,91062,home_improv,31,no,no
F,29,married,univ,1,full_time,1,4,53125,no,0,tenant,7,29292,holidays,54,no,no
M,20,married,basic,1,self_employ,1,2,25500,no,0,tenant,3,9149,debt_consol,11,no,no
F,23,single,highsch,0,self_employ,0,1,38250,no,0,tenant,3,26129,debt_consol,60,no,yes
F,36,single,univ,0,full_time,4,3,79688,no,0,owner,12,35120,home_improv,39,yes,no
F,24,married,highsch,0,unemployed,0,2,0,yes,30348,owner_morg,6,16071,debt_consol,60,yes,no
F,35,married,postgrad,0,self_employ,7,12,153000,yes,115435,owner_morg,5,211063,home_improv,81,no,yes
F,24,divorced,univ,1,part_time,1,4,31875,no,0,owner,8,28575,wedding,39,yes,no
F,25,divorced,univ,2,full_time,2,2,53125,no,0,owner,8,22513,vehicle,56,no,yes
M,28,single,highsch,0,unemployed,0,8,0,no,0,owner_morg,8,7273,vehicle,11,yes,no
M,24,single,highsch,0,part_time,3,4,19125,no,0,owner,6,9096,wedding,7,no,yes
M,35,single,highsch,0,full_time,6,10,47813,no,0,tenant,7,37870,debt_consol,38,no,yes
M,40,divorced,univ,0,part_time,10,10,47813,no,0,tenant,1,36558,other,51,no,no
M,28,single,highsch,0,unemployed,0,7,0,no,0,tenant,7,16391,debt_consol,24,no,no
M,24,single,univ,0,full_time,3,2,53125,no,0,owner_morg,8,6003,debt_consol,6,no,yes
F,30,single,basic,0,full_time,2,3,31875,no,0,tenant,2,21479,vehicle,49,no,no
F,24,single,univ,0,full_time,0,3,53125,no,0,tenant,4,37374,debt_consol,24,no,yes
F,35,single,univ,0,unemployed,0,10,0,no,0,owner_morg,11,16505,other,49,no,no
M,31,divorced,highsch,1,full_time,6,10,47813,no,0,tenant,6,11761,debt_consol,30,no,yes
F,31,divorced,highsch,2,self_employ,5,10,57375,no,0,owner,12,30780,debt_consol,39,no,yes
M,30,divorced,univ,1,unemployed,0,1,0,no,0,owner,15,11768,wedding,54,no,yes
F,25,single,highsch,0,self_employ,4,3,38250,no,0,tenant,1,7371,vehicle,9,no,yes
F,31,divorced,highsch,1,full_time,6,6,47813,no,0,owner,10,30911,home_improv,32,yes,no
F,28,widowed,highsch,2,self_employ,0,1,38250,no,0,tenant,3,12324,vehicle,36,no,yes
F,32,divorced,postgrad,2,full_time,4,3,127500,no,0,tenant,12,35126,debt_consol,34,no,yes
F,51,single,postgrad,0,full_time,3,11,148750,no,0,owner,5,54350,debt_consol,44,yes,no
F,41,married,highsch,2,unemployed,0,13,0,yes,48106,owner,11,19430,holidays,52,no,no
F,28,single,univ,0,self_employ,5,4,63750,no,0,owner_morg,5,7689,wedding,7,yes,yes
M,22,single,basic,0,unemployed,0,3,0,no,0,owner,5,8687,other,8,yes,no
M,32,married,univ,2,full_time,3,6,79688,yes,66860,tenant,11,89327,other,28,no,yes
M,38,married,highsch,2,unemployed,0,11,0,yes,19764,tenant,13,5409,holidays,6,no,no
M,32,single,univ,0,unemployed,0,10,0,no,0,tenant,8,12360,vehicle,57,no,yes
F,26,single,univ,0,full_time,2,6,53125,no,0,tenant,10,28380,other,45,no,yes
F,28,divorced,postgrad,3,full_time,1,6,85000,no,0,owner,2,44776,debt_consol,42,yes,no
M,27,widowed,highsch,2,part_time,1,3,19125,no,0,owner_morg,9,12650,vehicle,50,no,no
F,43,married,highsch,1,part_time,12,10,28688,yes,52723,tenant,8,75528,debt_consol,41,no,no
F,30,married,univ,0,unemployed,0,1,0,yes,4619,tenant,2,17568,other,30,no,yes
F,42,married,univ,1,self_employ,7,17,95625,yes,64822,owner,2,124798,debt_consol,69,yes,no
F,28,single,highsch,0,full_time,5,5,31875,no,0,owner,10,17649,debt_consol,30,no,no
F,28,single,univ,0,self_employ,1,2,63750,no,0,tenant,7,22949,vehicle,44,no,yes
M,46,divorced,postgrad,1,full_time,6,22,127500,no,0,tenant,12,68392,debt_consol,40,no,no
M,33,married,basic,3,part_time,0,4,19125,yes,26125,owner,2,42837,home_improv,43,no,no
F,41,single,highsch,0,full_time,12,15,47813,no,0,tenant,10,34422,debt_consol,37,no,no
F,26,widowed,univ,2,full_time,3,6,53125,no,0,owner,3,39468,debt_consol,25,yes,no
F,49,divorced,highsch,1,part_time,16,22,28688,no,0,owner,8,9677,wedding,6,no,yes
F,30,divorced,univ,2,full_time,2,5,79688,no,0,tenant,9,79585,debt_consol,47,no,yes
F,21,married,highsch,1,full_time,0,2,31875,yes,39672,tenant,3,50053,other,52,no,no
F,23,single,univ,0,full_time,2,2,53125,no,0,owner_morg,8,13183,wedding,54,no,yes
F,27,divorced,basic,1,self_employ,2,3,25500,no,0,owner_morg,6,19329,other,50,no,yes
M,29,divorced,univ,2,full_time,6,6,53125,no,0,owner,10,20070,debt_consol,53,no,yes
M,38,divorced,postgrad,3,full_time,7,8,127500,no,0,owner_morg,4,124966,debt_consol,81,no,yes
M,29,married,univ,0,full_time,2,6,53125,no,0,tenant,6,38169,other,27,yes,no
F,42,married,postgrad,2,part_time,10,10,76500,yes,29115,owner,15,58776,home_improv,48,no,no
M,31,divorced,univ,2,part_time,2,9,47813,no,0,owner_morg,11,38977,debt_consol,38,no,yes
M,25,divorced,univ,0,self_employ,3,6,63750,no,0,owner_morg,9,11903,wedding,45,yes,no
F,25,divorced,univ,0,full_time,4,5,53125,no,0,owner_morg,9,38410,debt_consol,53,no,yes
F,46,widowed,highsch,0,full_time,3,6,47813,no,0,owner_morg,13,24906,other,49,yes,no
F,36,widowed,highsch,1,full_time,7,14,47813,no,0,tenant,13,47520,other,42,no,no
F,24,married,highsch,1,part_time,1,2,19125,yes,24253,tenant,4,28344,vehicle,40,no,yes
F,34,divorced,basic,3,full_time,7,6,31875,no,0,tenant,5,30220,debt_consol,43,no,yes
M,23,divorced,univ,1,part_time,0,2,31875,no,0,tenant,8,29986,wedding,35,no,yes
M,39,divorced,highsch,3,full_time,11,13,47813,no,0,owner,10,13877,other,39,no,yes
F,32,divorced,highsch,3,unemployed,0,10,0,no,0,tenant,7,9060,other,9,no,yes
M,41,divorced,postgrad,0,full_time,5,10,127500,no,0,owner_morg,15,116860,home_improv,53,yes,no
F,29,widowed,highsch,1,part_time,1,4,19125,no,0,tenant,10,5117,vehicle,11,no,no
F,29,married,highsch,2,full_time,6,8,31875,yes,58007,owner_morg,7,49849,home_improv,43,yes,no
M,23,widowed,univ,0,unemployed,0,3,0,no,0,tenant,5,8436,other,12,no,no
M,28,divorced,postgrad,0,full_time,3,7,85000,no,0,owner,9,18231,wedding,50,yes,yes
M,29,divorced,postgrad,1,full_time,6,6,85000,no,0,tenant,7,10322,debt_consol,29,yes,no
F,31,widowed,postgrad,2,full_time,0,4,127500,no,0,owner_morg,7,20953,debt_consol,36,no,no
M,35,single,basic,0,self_employ,1,2,38250,no,0,tenant,5,31131,debt_consol,52,no,yes
M,28,divorced,highsch,2,full_time,1,2,31875,no,0,owner_morg,7,19728,debt_consol,41,yes,no
M,40,single,highsch,0,part_time,3,16,28688,no,0,owner,9,28289,other,26,no,no
M,31,divorced,highsch,1,part_time,3,6,28688,no,0,tenant,13,12301,vehicle,38,no,no
M,30,single,highsch,0,unemployed,0,0,0,no,0,owner,13,8537,vehicle,10,yes,no
F,34,married,postgrad,3,unemployed,0,5,0,yes,3373,owner,9,16631,holidays,56,no,no
F,31,divorced,highsch,0,full_time,2,6,47813,no,0,tenant,4,25513,debt_consol,56,no,yes
M,29,divorced,univ,2,unemployed,0,2,0,no,0,tenant,5,8764,other,10,no,no
M,33,single,univ,0,full_time,3,10,79688,no,0,tenant,14,48806,other,35,no,yes
F,30,married,highsch,1,unemployed,0,4,0,yes,3702,tenant,10,13149,holidays,56,no,no
M,23,divorced,univ,0,full_time,2,3,53125,no,0,tenant,8,5618,vehicle,10,no,yes
M,35,single,highsch,0,part_time,1,3,28688,no,0,owner_morg,5,9266,other,11,yes,no
F,25,married,univ,1,part_time,0,0,31875,yes,58539,owner_morg,10,75198,home_improv,34,yes,no
F,25,single,basic,0,self_employ,0,5,25500,no,0,tenant,6,12084,other,45,no,yes
F,31,widowed,highsch,0,self_employ,7,10,57375,no,0,tenant,9,12420,debt_consol,47,no,no
M,28,divorced,highsch,1,full_time,4,3,31875,no,0,tenant,10,23663,wedding,47,no,yes
F,36,single,highsch,0,self_employ,7,7,57375,no,0,tenant,14,36029,debt_consol,49,yes,no
F,24,divorced,highsch,0,unemployed,0,2,0,no,0,tenant,4,19348,vehicle,58,no,no
F,23,married,highsch,0,unemployed,0,2,0,yes,26359,tenant,5,18432,holidays,43,no,yes
F,25,married,basic,0,part_time,0,6,12750,yes,36200,tenant,1,15697,vehicle,58,no,yes
M,40,divorced,highsch,0,full_time,5,14,47813,no,0,owner_morg,2,28242,debt_consol,25,no,yes
M,46,divorced,univ,1,self_employ,10,22,95625,no,0,owner_morg,13,20400,wedding,42,yes,no
M,33,divorced,univ,1,full_time,2,5,79688,no,0,owner_morg,2,15026,debt_consol,26,no,yes
F,36,divorced,basic,0,self_employ,9,10,38250,no,0,tenant,13,24681,debt_consol,26,no,yes
F,37,married,basic,1,self_employ,5,15,38250,yes,39449,tenant,5,5709,debt_consol,6,no,no
M,28,single,basic,0,self_employ,4,8,25500,no,0,owner_morg,4,21240,vehicle,49,yes,no
F,29,divorced,basic,0,full_time,0,6,21250,no,0,tenant,10,12662,wedding,44,no,yes
F,37,single,basic,0,part_time,7,9,19125,no,0,owner,9,15212,debt_consol,28,yes,no
F,34,single,highsch,0,full_time,6,8,47813,no,0,owner,3,32575,home_improv,50,yes,no
M,33,divorced,univ,0,unemployed,0,0,0,no,0,tenant,7,18122,debt_consol,39,no,yes
F,21,single,basic,0,part_time,0,1,12750,no,0,w_parents,7,16174,wedding,54,no,yes
F,33,single,univ,0,unemployed,0,5,0,no,0,tenant,15,11442,vehicle,55,no,yes
M,23,widowed,univ,0,self_employ,2,2,63750,no,0,tenant,5,47819,other,57,no,no
F,39,married,univ,1,part_time,2,15,47813,yes,52218,tenant,12,89638,debt_consol,54,no,no
M,35,single,highsch,0,full_time,4,13,47813,no,0,tenant,14,24874,wedding,34,no,yes
F,42,widowed,basic,0,unemployed,0,5,0,no,0,tenant,14,6736,other,9,no,no
F,46,divorced,univ,0,unemployed,0,21,0,no,0,owner_morg,4,6135,vehicle,9,no,no
F,23,married,univ,0,unemployed,0,3,0,yes,28482,tenant,6,20406,holidays,46,no,yes
M,32,married,basic,2,unemployed,0,2,0,yes,27927,owner_morg,10,5790,debt_consol,9,yes,no
F,28,widowed,highsch,0,unemployed,0,1,0,no,0,tenant,2,18995,wedding,45,no,no
F,28,married,highsch,0,self_employ,2,8,38250,no,0,owner,3,22549,debt_consol,59,yes,no
F,34,married,basic,1,part_time,8,6,19125,yes,40102,owner_morg,1,27287,holidays,27,yes,no
F,36,married,basic,0,self_employ,8,14,38250,yes,47064,tenant,13,40339,other,24,no,yes
F,37,divorced,highsch,1,full_time,7,8,47813,no,0,owner_morg,15,5982,debt_consol,12,no,yes
F,41,single,highsch,0,unemployed,0,9,0,no,0,tenant,15,16320,other,51,no,yes
F,35,single,univ,0,self_employ,7,8,95625,no,0,tenant,7,46075,debt_consol,51,yes,no
F,36,married,postgrad,1,full_time,0,4,127500,yes,82687,owner_morg,1,179640,debt_consol,70,yes,no
F,33,married,basic,2,full_time,7,6,31875,yes,57257,tenant,8,56569,other,44,no,no
M,29,widowed,univ,1,full_time,0,1,53125,no,0,owner,1,44412,home_improv,60,yes,no
F,30,divorced,highsch,3,unemployed,0,6,0,no,0,tenant,1,8689,debt_consol,9,no,yes
F,21,married,basic,0,part_time,0,0,12750,yes,24814,tenant,4,14128,debt_consol,41,no,yes
F,36,married,highsch,3,unemployed,0,5,0,yes,28405,tenant,1,10861,vehicle,56,no,no
M,33,married,basic,0,full_time,1,2,31875,yes,34938,tenant,2,58577,debt_consol,59,no,yes
F,60,single,highsch,0,full_time,3,27,55781,no,0,owner,3,45988,home_improv,54,no,yes
M,40,single,highsch,0,unemployed,0,13,0,no,0,owner,14,7659,wedding,10,yes,no
M,34,widowed,univ,2,unemployed,0,8,0,no,0,tenant,2,7389,wedding,8,no,no
M,32,single,basic,0,full_time,5,10,31875,no,0,owner_morg,12,21214,debt_consol,53,yes,no
F,27,married,univ,3,unemployed,0,2,0,yes,52801,tenant,4,37533,debt_consol,60,no,no
F,44,divorced,postgrad,2,full_time,1,2,127500,no,0,owner,1,104121,debt_consol,94,no,yes
F,38,widowed,highsch,0,part_time,3,7,28688,no,0,owner_morg,13,7242,vehicle,7,no,no
M,27,married,highsch,2,unemployed,0,7,0,yes,40881,tenant,8,35108,debt_consol,44,no,no
F,24,single,highsch,0,unemployed,0,4,0,no,0,tenant,5,15501,wedding,47,no,yes
M,37,widowed,postgrad,3,full_time,4,3,127500,no,0,owner,15,15089,wedding,44,no,no
M,30,single,univ,0,part_time,0,7,47813,no,0,tenant,6,7275,vehicle,7,no,yes
M,29,single,univ,0,full_time,6,9,53125,no,0,tenant,3,42008,debt_consol,52,no,yes
M,25,married,univ,0,self_employ,4,5,63750,yes,36082,tenant,6,34316,debt_consol,42,no,yes
M,35,single,basic,0,full_time,6,7,31875,no,0,owner,3,6348,debt_consol,11,yes,no
F,41,single,highsch,0,unemployed,0,0,0,no,0,owner,15,6627,vehicle,7,yes,yes
F,53,married,highsch,3,self_employ,11,21,66938,yes,35469,tenant,3,88357,debt_consol,31,no,no
F,24,single,univ,0,part_time,0,4,31875,no,0,tenant,7,31281,debt_consol,32,no,no
F,31,divorced,highsch,2,self_employ,6,6,57375,no,0,tenant,9,21149,debt_consol,36,no,yes
F,36,single,univ,0,unemployed,0,2,0,no,0,tenant,10,8142,debt_consol,9,no,yes
F,23,married,univ,1,full_time,3,4,53125,yes,37184,owner_morg,3,26931,holidays,32,no,yes
M,40,divorced,univ,2,self_employ,2,4,95625,no,0,owner,15,79619,home_improv,56,yes,no
F,27,married,basic,0,part_time,3,6,12750,yes,35589,tenant,7,42079,debt_consol,37,no,no
M,36,married,postgrad,3,self_employ,3,7,153000,yes,71749,owner_morg,3,173269,debt_consol,67,no,no
F,27,single,univ,0,unemployed,0,2,0,no,0,tenant,7,11395,vehicle,33,no,yes
F,30,divorced,univ,2,full_time,2,6,79688,no,0,tenant,4,50095,other,24,no,yes
F,30,divorced,univ,1,unemployed,0,6,0,no,0,tenant,9,12052,debt_consol,24,no,no
F,26,divorced,basic,0,full_time,3,5,21250,no,0,tenant,7,6496,vehicle,9,no,yes
M,42,widowed,univ,1,full_time,1,2,79688,no,0,tenant,4,42390,other,30,no,no
F,30,single,postgrad,0,full_time,1,5,127500,no,0,owner_morg,5,6478,vehicle,9,no,yes
F,34,married,univ,2,part_time,7,9,47813,yes,57293,tenant,4,42462,debt_consol,25,no,no
F,31,single,basic,0,self_employ,3,4,38250,no,0,owner_morg,12,11406,other,52,no,no
F,35,married,univ,3,unemployed,0,4,0,yes,40995,owner,13,23907,vehicle,28,no,no
F,42,widowed,highsch,2,part_time,0,2,28688,no,0,owner,6,5147,debt_consol,11,no,no
F,32,divorced,basic,2,part_time,0,3,19125,no,0,owner_morg,15,16570,vehicle,27,yes,no
F,39,single,univ,0,self_employ,3,16,95625,no,0,tenant,11,53874,debt_consol,37,no,yes
F,34,married,highsch,2,unemployed,0,8,0,yes,46016,tenant,15,43997,other,39,no,yes
M,40,divorced,basic,2,part_time,5,13,19125,no,0,tenant,3,6381,vehicle,12,no,yes
M,29,single,univ,0,full_time,3,5,53125,no,0,tenant,9,42768,other,52,no,yes
M,34,single,highsch,0,unemployed,0,13,0,no,0,owner,6,17419,debt_consol,57,no,yes
M,31,single,highsch,0,full_time,3,10,47813,no,0,tenant,7,22865,wedding,40,no,yes
F,45,widowed,univ,3,full_time,10,17,79688,no,0,tenant,4,16133,other,60,no,no
F,38,divorced,univ,0,unemployed,0,7,0,no,0,owner_morg,14,9888,other,7,yes,no
F,32,divorced,highsch,3,full_time,7,10,47813,no,0,tenant,8,38145,other,29,no,yes
M,33,divorced,basic,1,self_employ,4,8,38250,no,0,tenant,1,12313,vehicle,29,no,yes
M,34,widowed,highsch,3,full_time,2,5,47813,no,0,tenant,12,28916,wedding,35,no,no
F,41,divorced,univ,2,part_time,4,8,47813,no,0,tenant,4,16146,debt_consol,27,no,yes
F,24,married,basic,0,unemployed,0,2,0,yes,13013,tenant,8,14823,other,51,no,yes
M,28,married,univ,3,unemployed,0,4,0,yes,24620,owner,6,11501,vehicle,33,no,yes
M,36,single,highsch,0,full_time,8,14,47813,no,0,tenant,7,30117,debt_consol,55,no,no
F,30,widowed,postgrad,3,full_time,5,4,127500,no,0,tenant,6,75543,debt_consol,39,no,no
M,31,widowed,univ,2,self_employ,3,10,95625,no,0,tenant,7,27466,other,53,yes,no
M,23,single,highsch,0,unemployed,0,0,0,no,0,owner,4,5593,vehicle,12,yes,no
F,33,divorced,univ,0,full_time,3,7,79688,no,0,tenant,5,10518,debt_consol,36,no,yes
F,27,single,basic,0,full_time,1,6,21250,no,0,owner_morg,4,15699,other,45,no,no
F,27,divorced,highsch,3,part_time,1,2,19125,no,0,owner_morg,2,9450,debt_consol,9,yes,yes
F,30,divorced,highsch,3,full_time,1,2,47813,no,0,owner,15,36866,debt_consol,39,yes,no
M,34,divorced,highsch,2,part_time,6,11,28688,no,0,owner_morg,14,11065,debt_consol,38,no,yes
M,31,divorced,highsch,1,part_time,5,9,28688,no,0,owner_morg,9,18669,other,54,no,yes
M,37,single,postgrad,0,full_time,8,10,127500,no,0,tenant,9,29043,debt_consol,27,no,yes
F,29,divorced,highsch,2,unemployed,0,4,0,no,0,owner_morg,7,16625,vehicle,47,yes,no
F,44,divorced,highsch,1,full_time,9,15,47813,no,0,tenant,15,28649,vehicle,24,no,yes
M,31,married,highsch,2,full_time,1,10,47813,yes,48440,tenant,1,62428,debt_consol,60,no,no
F,34,divorced,univ,1,full_time,8,7,79688,no,0,tenant,8,61810,debt_consol,24,no,no
F,28,divorced,basic,1,full_time,0,6,21250,no,0,owner,8,17900,wedding,54,yes,no
M,40,single,postgrad,0,full_time,0,13,127500,no,0,tenant,5,90245,debt_consol,45,no,no
M,35,divorced,highsch,2,self_employ,2,14,57375,no,0,tenant,15,37268,debt_consol,34,no,yes
F,29,divorced,highsch,0,full_time,2,6,31875,no,0,owner_morg,5,5974,vehicle,6,yes,no
F,33,divorced,highsch,2,full_time,8,10,47813,no,0,tenant,2,16270,vehicle,43,no,yes
F,40,divorced,highsch,0,part_time,1,5,28688,no,0,owner_morg,8,12652,other,38,yes,no
F,28,widowed,highsch,0,part_time,2,6,19125,no,0,tenant,3,15435,wedding,28,no,no
F,34,divorced,highsch,0,part_time,4,3,28688,no,0,tenant,14,22237,vehicle,50,no,yes
F,32,divorced,univ,2,full_time,6,7,79688,no,0,owner,10,8906,wedding,8,yes,no
F,34,divorced,univ,1,self_employ,3,3,95625,no,0,tenant,13,42521,other,55,no,yes
F,23,married,highsch,1,unemployed,0,2,0,yes,42001,owner_morg,3,27128,debt_consol,27,yes,no
F,27,married,postgrad,2,unemployed,0,6,0,yes,26396,tenant,3,25859,holidays,36,no,no
F,24,married,basic,0,part_time,0,0,12750,yes,46470,owner,8,44110,debt_consol,56,yes,no
F,30,married,highsch,0,full_time,6,8,47813,no,0,owner_morg,6,32844,debt_consol,38,yes,yes
F,25,married,highsch,0,self_employ,2,4,38250,yes,57238,owner,7,43528,home_improv,50,no,yes
M,32,married,basic,2,part_time,6,11,19125,yes,38237,tenant,7,27378,other,25,no,no
M,28,single,univ,0,part_time,2,6,31875,no,0,owner_morg,5,21281,vehicle,24,yes,no
F,29,single,highsch,0,self_employ,3,6,38250,no,0,tenant,8,9852,vehicle,10,no,yes
M,39,single,highsch,0,self_employ,0,2,57375,no,0,tenant,7,9230,other,6,yes,no
M,33,married,univ,2,full_time,2,6,79688,yes,67596,owner_morg,10,117193,home_improv,64,yes,no
M,46,widowed,highsch,3,full_time,8,7,47813,no,0,owner,11,24893,debt_consol,51,no,no
M,23,single,univ,0,part_time,0,1,31875,no,0,owner,8,7010,vehicle,10,no,no
M,25,single,highsch,0,self_employ,0,4,38250,no,0,tenant,8,28645,other,24,no,yes
F,31,divorced,univ,0,full_time,1,10,79688,no,0,tenant,10,57873,debt_consol,34,no,yes
M,21,married,basic,1,unemployed,0,1,0,yes,27409,tenant,7,24269,other,36,no,no
M,34,divorced,highsch,3,full_time,6,9,47813,no,0,tenant,5,12201,other,48,no,yes
M,41,married,highsch,2,unemployed,0,3,0,yes,21088,tenant,6,17909,debt_consol,38,no,no
F,29,married,highsch,1,part_time,0,8,19125,yes,28007,tenant,10,41742,debt_consol,57,no,no
M,33,single,univ,0,self_employ,5,4,95625,no,0,tenant,6,50567,other,30,no,yes
M,29,single,basic,0,self_employ,0,7,25500,no,0,tenant,10,14915,debt_consol,49,no,yes
F,26,divorced,univ,0,unemployed,0,2,0,no,0,owner_morg,8,15400,debt_consol,60,yes,no
M,26,married,univ,1,self_employ,1,3,63750,no,0,tenant,7,21682,holidays,31,no,no
M,36,married,basic,2,full_time,8,9,31875,yes,36848,tenant,11,25720,debt_consol,54,no,no
M,35,divorced,highsch,2,part_time,5,7,28688,no,0,owner,2,18048,debt_consol,42,yes,no
M,30,divorced,highsch,3,unemployed,0,4,0,no,0,owner,14,5196,vehicle,7,no,yes
M,27,married,highsch,3,self_employ,3,4,38250,yes,46349,tenant,6,76813,debt_consol,29,no,yes
M,21,widowed,highsch,1,part_time,1,1,19125,no,0,tenant,6,17569,vehicle,50,no,no
M,27,divorced,basic,0,full_time,1,3,21250,no,0,tenant,2,16778,wedding,44,no,no
F,46,single,highsch,0,full_time,13,13,47813,no,0,tenant,4,25376,other,49,no,yes
M,23,widowed,basic,0,full_time,2,4,21250,no,0,owner,7,15492,other,33,no,yes
F,37,divorced,basic,2,self_employ,2,3,38250,no,0,owner_morg,7,32106,debt_consol,48,no,yes
M,31,married,highsch,2,part_time,5,10,28688,yes,48584,owner,5,62856,home_improv,37,yes,no
M,31,widowed,highsch,3,unemployed,0,10,0,no,0,tenant,2,15088,other,50,no,yes
F,34,divorced,postgrad,2,full_time,1,10,127500,no,0,owner_morg,15,23726,debt_consol,45,yes,no
